id,name,birthdate,birthplace,deathdate,deathplace,occupations,notes,sex,viaf_id
14664,Benedetto Croce,1866-02-25,859,1952-11-20,860,"1391,1410,1416,1451",,Male,61544292
15139,Beniamino Dal Fabbro,1910-08-14,1020,1989-08-25,264,"1391,1399,1535",,Male,59893050
15719,Benigno Herrero Almada,,,1954-08-09,62,"1393,1419",,Male,
15723,Benito Lynch,1885-07-25,62,1951-12-23,217,"1391,1407,1417",,Male,74653227
15570,Benito Mussolini,1883-07-29,1341,1945-04-28,1342,"1416,1419,1555,1661",,Male,90162262
15651,Benito Pérez Galdós,1843-05-10,1379,1920-01-04,247,1407,,Male,71395987
15006,Benjamín Carrión,1897-04-20,1033,1979-03-09,342,"1391,1414,1536",Manuel Benjamín Carrión Mora,Male,36950688
13824,Benjamin Crémieux,1888-12-01,293,1944-04-14,485,"1391,1400",,Male,66619225
13682,Benjamin Fondane,1898-11-14,181,1944-10-02,26,"1399,1410,1439",,Male,4929921
15138,Benjamin Ifor Evans,1899-08-19,235,1982-08-28,362,"1460,1606",,Male,87683269
13737,Benjamín Jarnés,1888-10-07,100,1949-08-11,247,"1392,1407,1422",,Male,17339452
14236,Benoite Groult,1920-01-31,318,2016-06-20,180,"1391,1395,1419,1511",,Female,
15449,Beppo Levi,1875-05-14,447,1961-08-28,358,"1420,1485",,Male,27301162
13706,Bernardo Canal Feijóo,1897-07-23,403,1982-10-10,62,"1391,1427",CHECK: trapalanda.bn.gov.ar,Male,117182921
14001,Bernardo González Arrili,1892-10-18,62,1987-06-30,62,"1391,1419,1420,1451",,Male,76329620
15345,Bernardo Houssay,1887-04-10,62,1971-09-21,62,"1490,1638",,Male,112501974
14345,Bernardo Ortiz de Montellano,1899-01-03,261,1949-04-13,261,"1399,1404,1409,1429,1455",,Male,32005643
14558,Bernd Neumann,1943-06-19,,,,1420,,Male,78772887
13975,Berta Elena Vidal de Battini,1900-07-10,385,1984-05-19,385,"1391,1400",,Female,112027220
14578,Bertolt Brecht,1898-02-10,787,1956-08-14,44,"1391,1399,1408",,Male,2467372
15116,Betina Edelberg,1921-08-01,62,2010-01-01,62,"1391,1399,1420",,Female,76489929
14907,Bhabani Bhattacharya,1906-11-10,976,1988-10-10,,1391,,Male,41954938
14594,Blaise Allan,1902-01-01,146,,,1391,Real name was Alfred Rosset,Male,73444059
15814,Blaise Cendrars (Frédéric-Louis Sauser),1887-09-01,209,1961-01-21,318,"1399,1407",,Male,82676625
15632,Blaise Pascal,1623-06-19,1370,1662-08-19,318,"1391,1485,1504,1583,1650",,Male,29538862
13826,Blanche Albane (Mme. Georges Duhamel) ,1886-10-14,318,1975-05-04,178,1495,,Female,56620305
15608,Blas de Otero,1916-03-15,802,1979-06-29,1355,1399,,Male,22158847
14723,Boleslao Lewin,1908-02-25,882,1988-03-27,,"1391,1420,1451",,Male,22156001
15432,Bonifacio Lastra,1845-01-01,62,1896-07-20,62,1427,,Male,73097442
15788,Boris de Schloezer,1881-12-08,1420,1969-10-07,318,"1391,1404,1545",,Male,106969633
13866,Branimir Livadić,1871-09-30,765,1949-07-30,766,"1391,1392,1399,1407,1439",,Male,
15721,Bruno Jacovella,1910-11-21,1273,1996-09-10,62,1399,,Male,33536510
14407,Budd Schulberg,1914-03-27,299,2009-08-05,642,"1391,1407,1418,1480",,Male,2481031
14936,Buddhadeva Bose,1908-11-30,996,1974-03-18,205,"1391,1392,1407,1408,1417",,Male,71440093
14003,Buenaventura Noé Vita,1884-06-22,62,1954-06-20,547,1451,,Male,
13919,C. A. Burone,1924-08-02,62,,547,1521,,Male,
13646,C. G. Jung,1875-07-26,198,1961-06-06,208,"1391,1412,1413",,Male,88819182
15301,C. J. Hambro,1885-01-05,1195,1964-12-15,312,"1400,1416,1419",,Male,52497376
15019,Camilo José Cela,1916-05-11,1041,2002-01-17,247,"1399,1407,1417",,Male,14767431
15860,Cardenal Jean Verdier,1864-02-19,1465,1940-04-09,,1503,,Male,73887785
15816,Cardinal Eugenio Pacelli,1876-03-02,356,1958-10-09,1434,"1503,1605",,Male,63987052
13861,Carl August Bolander,1888-06-20,767,1969-01-01,767,"1391,1409,1419",Sweden,Male,73824275
15217,Carl Gebhardt,1881-04-08,147,1934-07-25,147,1410,,Male,19773944
14968,Carl Jacob Burckhardt,1891-09-10,35,1974-03-03,1015,"1414,1451",,Male,59079766
15818,Carl von Ossietsky,1889-10-03,1352,1938-05-04,44,"1419,1478",Won the Nobel Peace Prize in 1935,Male,73870010
14884,Carlo Belli,1903-12-06,962,1991-03-16,356,"1396,1433",,Male,93643108
15028,Carlo Còccioli,1920-05-15,1046,2003-08-05,261,1391,,Male,73851502
15187,Carlo Emilio Gadda,1893-11-14,264,1973-05-21,356,"1391,1399",,Male,56610080
15450,Carlo Levi,1902-11-29,447,1975-01-04,356,"1391,1400,1405,1466,1511",,Male,76318991
13916,Carlos A. Méndez Mosquera,1929-12-13,62,2009-10-03,62,"1420,1436,1437,1515",http://www.lanacion.com.ar/1185911-fallecio-carlos-a-mendez-mosquera,Male,120391113
14811,Carlos Albarracín Sarmiento,1926-01-01,217,2009-01-01,,"1391,1392,1399,1420",,Male,33369020
14825,Carlos Alberto Álvarez,1917-04-21,217,1986-10-22,22,1399,,Male,53911366
13672,Carlos Alberto Erro,1903-07-27,166,1968-08-04,62,"1391,1410,1427",,Male,55698183
13911,Carlos Alberto Floria,1929-08-03,62,2012-11-18,547,1420,,Male,73898195
15242,Carlos Alberto Gómez,,,,,1391,,Male,
15726,Carlos Alberto Leuman,1886-08-17,395,1952-06-16,62,"1392,1399,1429",,Male,27146271
14823,Carlos Altschul,,22,,,"1420,1599",,Male,30820253
14845,Carlos Antonio Aréan,1921-01-01,916,1996-01-01,,"1391,1451",,Male,80600137
14843,Carlos Arcidiácono,1929-07-25,,2002-01-25,62,"1419,1420,1433",,Male,310545733
13724,Carlos Astrada,1894-02-26,110,1970-12-23,62,1410,,Male,9969745
14405,Carlos Baker,1909-05-05,639,1987-04-18,497,"1391,1409,1420,1422",,Male,107027003
14938,Carlos Bousoño,1923-05-09,997,2015-10-24,247,"1399,1409",,Male,22945913
14091,Carlos Caro Potestad,,547,1973-02-06,46,1414,,Male,
15030,Carlos Coire,,22,2006-04-29,62,"1420,1436",,Male,172266119
14694,Carlos Coldaroli,,22,,,1404,,Male,
13912,Carlos Cossio,1903-02-03,389,1987-08-24,62,"1410,1420,1427,1457,1489","University Reformer, Lawyer, Philosopher, Teacher",Male,93230574
14703,Carlos Drummond de Andrade,1902-10-31,878,1987-08-17,353,"1391,1399",,Male,111376689
15512,Carlos Enrique Marchi,1930-09-30,62,2004-12-23,62,1473,,Male,2389835
15279,Carlos F. Grieben,1921-09-01,233,1972-01-01,,"1391,1399,1439",,Male,64768026
14885,Carlos Germán Belli,1927-09-15,229,,,1399,,Male,79054602
14791,Carlos Heredia,,,,,1404,,Male,
13785,Carlos Ibarguren,1877-04-18,375,1956-04-03,62,"1416,1451,1460",Expert on Constitutional Law,Male,34829990
15476,Carlos Lugo,,,,,"1391,1420",,Male,
14748,Carlos Maria Reyles,,22,,,1404,,Male,
13997,Carlos Mastronardi,1905-03-15,165,1976-06-05,62,"1399,1404,1419",,Male,44320563
15737,Carlos Mouchet,1886-08-30,62,1977-09-22,,"1466,1648",,Male,4513324
15738,Carlos Obligado,1889-05-21,62,1949-02-03,62,"1391,1399,1439",,Male,98841394
15644,Carlos Pellicer,1897-01-16,475,1977-02-16,261,"1399,1433",,Male,61558793
14254,Carlos Peralta,,,,,,,,
13864,Carlos Reyles,1868-10-30,271,1938-07-24,271,1392,,Male,54163995
13900,Carlos S. Fayt,1918-02-01,377,2016-11-22,62,"1416,1427,1460,1513",Member of the Supreme Court of Justice of Argentina,Male,77720426
13899,Carlos Sánchez Viamonte,1892-06-16,217,1972-07-02,217,1489,,Male,24163823
13816,Carlos Soldevila,1892-03-26,32,1905-05-20,547,"1391,1399,1401,1419",,Male,62674007
14785,Carlos Viola Soto,,22,,,"1399,1404",,Male,24213629
14927,Carmelo M. Bonet,1886-09-28,271,1977-09-10,110,1391,,Male,61136663
14866,Carmen Balzer,,,,,"1391,1404",,Female,
14916,Carmen Blanco Amores,,,,,1391,,Female,310574799
14944,Carmen Bravo Villasante,1918-01-01,247,1994-06-15,247,"1391,1404,1523,1617",Pioneer in Children's Literature,Female,29547934
15035,Carmen Conde Abellán,1907-08-15,1052,1996-01-08,247,"1391,1399,1429",,Female,114239041
14714,Carmen Gándara,1900-07-08,62,1977-06-21,62,"1391,1392,1409",,Female,35930989
15596,Carola Oman,1897-05-11,313,1978-06-11,28,"1391,1407,1422",,Female,10099085
14370,Carola Padilla,,,,,1404,,Female,
15444,Caroline Alice Lejeune,1897-03-27,832,1973-04-01,235,"1391,1521,1538",,Female,92045828
14215,Caroline Gordon,1895-10-06,438,1981-04-11,378,"1407,1409",,Female,111626048
15416,Catalina E. Lago,,22,,,"1400,1420,1460,1528",University of Buenos Aires facultad,Female,
15594,Catharine Oglesby,1895-01-01,1184,,,1528,,Female,43873711
13856,Catherine Ann Andersen (McHaffie),1870-08-01,780,1957-09-15,547,"1391,1429",,Female,
15041,Cayetano Córdova Iturburu,1899-02-16,62,1977-04-25,62,"1399,1419",,Male,62886506
14421,Cecil Day-Lewis,1904-04-27,661,1972-05-22,662,"1391,1399",Also wrote mystery stories under the name Nicholas Blake,Male,88374638
14380,Cecil Jackson Squire Sprigge,1896-01-01,235,1959-12-22,235,"1391,1455",,Male,70055445
14729,Cecilia Meireles,1901-11-07,353,1964-11-09,353,"1391,1399,1415",,Female,7405447
14895,Cecilio Benítez de Castro,1917-01-01,967,1975-01-01,22,"1407,1418,1419,1427",,Male,19302953
13725,Celestino Gorostiza,1904-01-31,475,1967-01-11,261,"1390,1401,1408",,Male,56659772
15096,Celia de Diego,1900-01-01,,,,"1404,1407",,Female,
14447,Celia Paschero,,,,,"1391,1404,1439",One of Borges's secretaries and students,Female,
14246,César A. Comet,1890-01-01,190,,247,1399,,Male,
14981,César Calvo,1940-07-26,1022,2000-08-18,229,"1399,1400,1419",,Male,53033378
15749,César E. Pico,,,,,1391,,Male,89357097
14709,César Fernández Moreno,1919-11-26,62,1985-05-14,318,"1391,1392,1399",,Male,19686009
15495,César Magrini,1929-06-20,62,2012-07-23,62,"1391,1392,1399,1404,1419,1433",,Male,118596463
14750,César Rosales,1910-01-01,22,1973-12-18,62,1399,,Male,68001451
15766,César Tiempo,1906-03-03,1405,1980-10-24,62,"1391,1418,1419,1455",,Male,114623139
14375,Cesare Pavese,1908-09-09,614,1950-08-27,447,"1399,1404,1407,1409",,Male,36922880
14941,Charles A. Brady,1912-04-15,63,,,1400,,Male,21122610
13748,Charles Baudouin,1893-07-23,290,1963-08-25,152,1413,,Male,64001401
14179,Charles de Gaulle,1890-11-22,228,1970-11-09,104,"1425,1510,1571",former president of France,Male,27064969
14607,Charles du Bos,1882-10-27,318,1939-08-05,806,"1392,1439",,Male,4929230
13726,Charles Duff,1894-04-07,137,1966-10-15,1354,"1391,1400,1420,1456",,Male,111898910
14409,Charles Edmund Carrington,1897-04-21,645,1990-06-21,,"1420,1448,1451,1460",,Male,111541212
13854,Charles Kent,1880-09-04,312,1938-02-27,312,"1391,1409,1455",,Male,12211572
14650,Charles Langbridge Morgan,1894-01-22,57,1958-02-06,235,"1407,1408",,Male,76404437
15561,Charles Morice,1860-05-15,1187,1919-03-18,1336,"1391,1392,1399",,Male,22152661
14462,Charles Nodier,1780-04-29,685,1844-01-27,318,"1391,1400,1476",,Male,64009895
14497,Charles Percy Snow,1905-10-15,710,1980-07-01,235,"1407,1461",,Male,108952346
14228,Charles Pierre Baudelaire,1821-04-09,318,1867-08-31,318,"1392,1399,1404,1439",,Male,17218730
14348,Charles Tracy,,,,,,,,
15785,Charles Vildrac,1882-11-22,318,1971-06-25,1419,"1399,1400,1408",,Male,14778026
13681,Charles-Édouard Jeanneret (Le Corbusier),1887-10-06,209,1965-08-27,357,"1391,1405,1436,1437,1438","dictaba una conferencia en Amigos del Arte durante su visita Buenos Aires, Argentina en 1929 ; Houghton Finding Aid",Male,56612471
15781,Charlie Chaplin,1889-04-16,235,1977-12-25,1413,"1411,1473,1547,1670",,Male,14767533
14951,Charlie Lewis Broad,1900-01-01,,,,"1391,1448",,Male,52424191
15346,Chi'en Hsiao (Xiao Qian),1910-01-27,1229,1999-02-11,1229,"1392,1404,1419,1455",,Male,88980245
13860,Chiriachitza Athanassio-Bénisty,1885-02-18,146,1905-04-21,146,1502,,Female,204848407
14115,Christian Murciaux,1915-03-15,768,1905-05-25,547,1391,,Male,119997355
15181,Christopher Fry,1907-12-18,55,2005-06-30,1127,"1399,1408",,Male,99838963
14206,Christopher Isherwood,1904-08-26,491,1986-01-04,399,1407,,Male,76317308
13801,Christovam de Camargo,1897-01-01,409,,547,"1391,1427",,Male,60631655
13933,Círo Alegría,1909-11-04,213,1967-02-17,83,"1407,1416,1419",,Male,12321079
14949,Clarence Crane Brinton,1898-01-01,1007,1968-09-07,1008,"1420,1451",,Male,66536579
14013,Clarence Finlayson,1913-02-23,458,1954-09-15,401,"1391,1410",,Male,11489645
14818,Claribel Alegría,1924-05-12,930,2018-01-25,931,"1392,1399,1407,1419",Clara Isabel Alegría Vides,Female,7385942
15496,Claude Mahias,1925-06-01,146,2017-01-01,,1391,,Male,59236987
14913,Claude Thomas Bissell,1916-02-10,981,2000-06-21,982,"1400,1415",,Male,44326760
14373,Claude-Edmonde Magny,1913-01-01,,1966-01-01,,1391,,Female,59085991
15843,Claudine Chonez,1906-03-26,318,1995-04-19,318,"1391,1399,1419,1441",,Female,64003593
14106,Claudio Arrau,1903-02-06,89,1991-06-09,286,1430,,Male,61730908
13800,Claudio de Souza,1876-10-20,410,1954-06-28,353,"1391,1401,1466",,Male,70039875
15184,Clifford Cook Furnas,1900-10-24,1130,1967-04-27,15,"1400,1541,1631,1632",,Male,18143685
15454,Clive Staples Lewis,1898-11-29,648,1963-11-22,313,"1391,1407,1420,1460,1504",,Male,22144877
15478,Clotilde Luisi,1882-07-24,320,1969-01-01,356,"1395,1404,1420,1427,1511",First female lawyer in Uruguay; first Uruguayan woman to study at the Faculty of Law of the University of the Republic,Female,282996121
13969,Concha Méndez,1898-07-27,247,1986-12-07,113,"1399,1401",,Female,9863418
14593,Concha Zardoya,1914-11-14,458,2004-04-21,247,"1391,1400",,Female,79043238
15465,Conde de Listowel (William Francis Hare),1906-09-28,,1997-03-12,235,"1391,1416",,Male,74751354
14061,Conrado Nalé Roxlo,1898-02-15,62,1971-07-02,62,"1391,1419,1540",,Male,64099989
15419,Constant Lambert,1905-08-23,235,1951-08-21,235,"1400,1402,1411",,Male,54315013
15383,Constantino Kavafis,1863-04-29,10,1933-04-29,10,"1399,1419,1643",Constantine P. Cavafy,Male,29535936
14900,Consuelo Berges,1899-01-01,971,1988-12-23,247,"1391,1404,1419,1422",,Female,14938694
14016,Cornelio Hispano (Ismael López),1880-11-01,64,1962-03-04,47,"1399,1409,1451",,Male,114969417
14871,Corpus Barga,1887-06-09,247,1975-08-08,229,1399,,Male,30350
14830,Corrado Alvaro,1895-04-15,934,1956-06-11,356,"1391,1407,1408,1417,1418,1419",,Male,29573259
15670,Cortés Plá,1898-03-19,358,1975-01-01,,"1436,1459,1597",,Male,261055539
15221,Costantín Virgil Gheorghiu,1916-09-15,1157,1992-06-22,318,"1391,1407",,Male,
13689,Count Hermann Alexander von Keyserling,1880-07-20,206,1946-04-26,183,1410,,Male,34458713
14983,Cristina Campo,1923-04-28,48,1977-01-10,356,"1391,1404",Vittoria Maria Angelica Marcella Cristina Guerrini,Female,22197621
15689,Cupertino del Campo,1873-11-01,62,1967-11-01,,"1390,1391,1399,1405,1466",Director del Museo Nacional de Bellas Artes,Male,36756845
15499,Curzio Malaparte,1898-06-09,1314,1957-07-19,356,"1391,1414,1547",,Male,59086066
14230,Cyril Connolly,1903-09-10,112,1974-11-26,235,"1391,1409",,Male,22140262
15399,Cyrill von Korvin Krasinski,1905-01-01,1249,1992-01-01,,1504,,Male,113578890
15538,Czeslaw Milosz,1911-06-30,1331,2004-08-14,1232,"1391,1399,1404,1414",,Male,110389400
13641,D. H. Lawrence,1885-09-11,132,1930-03-02,463,"1392,1399,1405,1407,1408,1409",,Male,95150359
14032,D. Wells Gill (¿?),,547,,547,1391,,,
14112,Daan Bolten,,547,,547,1391,,,
13934,Damián Carlos Bayón,1915-10-28,62,1995-02-12,318,"1391,1420,1433,1451,1522",,Male,76311854
13806,Daniel Arias Argáez,1905-02-11,47,1905-05-04,547,"1391,1416,1419",,Male,
14697,Daniel Cosío Villegas,1898-07-23,260,1976-03-10,261,"1392,1414,1451,1453",,Male,56607850
14700,Daniel Devoto,1916-12-25,62,2001-11-20,877,"1391,1409,1523,1524",,Male,9933
14308,Daniel Halévy,1872-12-12,318,1962-02-04,318,1451,,Male,14771013
14820,Dante Alighieri,1265-01-01,853,1321-09-01,932,1399,,Male,97105654
14698,Dardo Cúneo,1914-02-14,62,2011-04-14,,"1392,1399,1414,1416,1451",,Male,165400
14988,Darío Cantón,1928-11-12,62,,,1391,,Male,61622886
14413,David Daiches,1912-09-02,651,2005-07-15,652,"1391,1409,1448,1451",,Male,44311326
14199,David Dove Carver,1903-08-10,235,1978-04-29,547,"1403,1425,1561,1577",President of PEN International (1951-1974); Secretary General of PEN international,Male,166165131
14392,David Garnett,1892-03-09,628,1981-02-17,629,"1391,1394",,Male,7390509
14636,David Gascoyne,1916-10-10,829,2001-11-25,830,1399,,Male,36918646
15350,David Hume,1711-05-07,652,1776-08-25,652,"1392,1410,1451,1453,1476",,Male,49226972
14524,David J. Vogelmann,1907-04-25,725,1976-06-21,62,1404,,Male,28086517
15414,David Lagmanovich,1927-01-01,1272,2010-01-01,1273,"1391,1409",,Male,112439967
14629,David Rousset,1912-01-18,825,1997-12-13,318,"1391,1421",,Male,22148210
15776,David Vigodsky,,427,,,"1391,1458",Exchanged letters with Machado,Male,
15585,Deborah Newton,,1350,,,"1409,1420,1613",Virginia Woolf scholar,Female,14219557
15199,Delfín Leocadio Garasa,1921-03-05,1107,1993-08-06,22,1420,,Male,24613844
14966,Delfina Bunge de Gálvez,1881-12-24,62,1952-03-30,1014,"1391,1392,1399,1467",,Female,13785567
14009,Delfina Varela Domínguez de Ghioldi,1895-01-29,392,1985-01-01,547,"1391,1420",,Female,170677081
14077,Delia del Carril,1885-09-27,334,1989-07-26,218,1405,,Female,78661413
14769,Delmore Schwartz,1913-12-08,636,1966-07-11,299,"1399,1417",,Male,36934167
13982,Demetrio Loza (Antonio Gómez Robledo),1908-11-07,163,1994-10-13,261,"1391,1410,1414",,Male,115438298
14221,Denis de Rougemont,1906-09-08,111,1985-12-06,152,"1391,1581",,Male,49230943
15095,Denis Diderot,1713-10-05,1086,1784-07-31,318,"1391,1410,1433,1455,1515",,Male,54146831
15447,Diego de León Pinelo,1608-01-01,110,1671-01-01,229,1427,,Male,28422901
15257,Diego Gracián,1510-01-01,455,1600-01-01,,1404,,Male,268959245
14213,Diego Rivera,1886-12-08,167,1957-11-24,261,"1405,1564",,Male,59099198
14678,Dimas Antuña,1894-01-01,869,1968-08-24,271,"1391,1399",,Male,2587316
14975,Dino Buzzatti,1906-10-16,1020,1972-01-28,264,"1399,1405,1407,1417",,Male,305556424
14192,Dionisio Ridruejo,1912-10-12,66,1975-06-29,247,"1399,1572",,Male,73868629
14514,Dolf Sternberger,1907-07-28,717,1989-07-27,147,"1410,1420,1586",,Male,108933329
15455,Doming Bevan Wyndham Lewis,1891-03-09,1293,1969-11-21,,"1400,1419,1422",,Male,74067752
13889,Domingo F. Sarmiento,1811-02-15,383,1888-09-11,25,"1391,1396,1425,1510,1511",,Male,12340366
15652,Domingo Pérez Minik,1903-05-24,1380,1989-08-24,1380,"1390,1391,1473",,Male,100229740
13830,Dominique Braga,1892-05-13,318,1975-04-15,418,"1391,1409,1419",,Male,61258264
15051,Donald Grant Creighton,1902-07-15,982,1979-12-19,1061,1451,,Male,5008458
15388,Donald Keene,1922-06-18,299,,,"1391,1404,1420,1448,1451,1460",,Male,108222247
15136,Dora Pastoriza de Etchebarne,1917-08-16,22,2000-11-12,,1420,,Female,219534406
14119,Doris Dana,1905-04-03,299,2006-11-28,292,1404,,Female,9460013
14435,Doris V. Falk,1919-07-21,674,2016-06-20,,"1391,1420",,Female,197090915
14429,Dorothy Bussy,1865-07-24,669,1960-05-01,,"1391,1400,1404,1407",,Female,232775152
14149,Dorothy Norman,1905-03-28,328,1997-04-12,131,"1391,1455,1462,1552",,Female,109835051
15437,Douglas LePan,1914-05-25,982,1998-11-27,982,"1399,1407,1414,1420",,Male,4940650
15167,Dudley Fitts,1903-04-28,50,1968-07-10,1118,"1399,1404,1429,1439",,Male,111370364
15869,Duff Cooper,1890-02-22,235,1954-01-01,916,"1414,1416,1451",,Male,68938774
14772,Dunstan Thompson,1918-01-01,904,1975-01-01,,1399,,Male,73697212
14385,Dwight Macdonald,1906-03-24,299,1982-12-19,299,"1391,1410,1421,1455,1521,1580",,Male,25408243
14046,Dylan Thomas,1914-10-27,451,1953-11-09,299,"1391,1399",,Male,73860698
14296,E. G. (¿?),,,,,,,,
14329,E. M. Forster,1879-01-01,593,1970-06-07,112,"1392,1407,1417,1591",Edward Morgan Forster,Male,31996364
14461,E. T. A. Hoffmann,1776-01-24,684,1822-06-25,44,"1391,1400,1411,1535,1564",,Male,29535422
15822,Earl Browder,1891-05-20,1438,1973-06-27,497,"1421,1511,1572",,Male,77128144
15839,Earl E. Van Derweker,1890-04-07,1449,1947-11-02,1450,"1466,1633",,Male,
15657,Eden Phillpotts,1862-11-04,1382,1960-12-29,1383,"1399,1400,1401,1407",,Male,56811483
14882,Edgar Bayley,1919-01-01,62,1990-08-12,62,"1392,1399,1401",,Male,2488471
14920,Edgar Bodenheimer,1908-03-14,44,1991-05-30,988,"1400,1420",,Male,32058196
14272,Edgar Lee Masters,1868-08-23,567,1950-05-05,568,"1399,1401,1422,1427",,Male,27068379
14239,Edgardo Cozarinsky,1939-01-13,62,,547,"1391,1547",,Male,
15405,Edith Beatriz de Kroon,,,,,1393,,Female,
14604,Édith Boissonnas,1904-04-24,804,1989-10-09,805,"1391,1399",,Female,19797627
15087,Edith Desaleux,,,,,"1420,1528,1564",,Female,
13714,Edith F. Helman,1905-09-19,50,1994-03-31,355,"1420,1458",,Female,591764
14658,Edith Sitwell,1887-09-07,852,1964-12-09,235,"1399,1439",,Female,29549983
14426,Edmund Wilson,1895-05-08,665,1972-06-12,666,"1391,1439",,Male,61553881
14695,Edmundo Concha,1918-01-01,876,1998-10-26,,"1392,1409,1420,1474",,Male,23718250
15287,Edmundo Guibourg,1893-11-15,62,1986-07-12,,"1390,1419,1451,1534",,Male,97872900
14000,Eduardo Acevedo Díaz,1851-04-20,271,1921-06-18,62,"1391,1416,1419",,Male,24614248
14790,Eduardo Blanco,1897-09-14,915,1979-12-01,916,"1391,1404,1419",,Male,54184970
